CA,Year,Month,Time_ID,Crime_Category,Crime_Count,Crime_Rate,,pop
10,2019,7,2019-07,Financial Crimes,13,0.340537001,,
10,2019,7,2019-07,Other Crimes,8,0.209561231,,
10,2019,7,2019-07,Property Crimes,65,1.702685003,,
10,2019,7,2019-07,Sex-Related Crimes,4,0.104780616,,
10,2019,7,2019-07,Violent Crimes,27,0.707269155,,
10,2019,8,2019-08,Drug-Related Crimes,1,0.026195154,,
10,2019,8,2019-08,Financial Crimes,12,0.314341847,,
10,2019,8,2019-08,Other Crimes,11,0.288146693,,
10,2019,8,2019-08,Property Crimes,63,1.650294695,,
10,2019,8,2019-08,Public Order Crimes,1,0.026195154,,
10,2019,8,2019-08,Sex-Related Crimes,2,0.052390308,,
10,2019,8,2019-08,Violent Crimes,25,0.654878847,,
10,2019,9,2019-09,Drug-Related Crimes,2,0.052390308,,
10,2019,9,2019-09,Financial Crimes,10,0.261951539,,
10,2019,9,2019-09,Other Crimes,7,0.183366077,,
10,2019,9,2019-09,Property Crimes,43,1.126391618,,
10,2019,9,2019-09,Public Order Crimes,1,0.026195154,,
10,2019,9,2019-09,Sex-Related Crimes,2,0.052390308,,
10,2019,9,2019-09,Violent Crimes,22,0.576293386,,
10,2019,10,2019-10,Drug-Related Crimes,1,0.026195154,,
10,2019,10,2019-10,Financial Crimes,12,0.314341847,,
10,2019,10,2019-10,Other Crimes,3,0.078585462,,
10,2019,10,2019-10,Property Crimes,44,1.152586771,,
10,2019,10,2019-10,Public Order Crimes,2,0.052390308,,
10,2019,10,2019-10,Sex-Related Crimes,5,0.130975769,,
10,2019,10,2019-10,Violent Crimes,12,0.314341847,,
10,2019,11,2019-11,Drug-Related Crimes,1,0.026195154,,
10,2019,11,2019-11,Financial Crimes,9,0.235756385,,
10,2019,11,2019-11,Other Crimes,8,0.209561231,,
10,2019,11,2019-11,Property Crimes,43,1.126391618,,
10,2019,11,2019-11,Public Order Crimes,1,0.026195154,,
10,2019,11,2019-11,Sex-Related Crimes,1,0.026195154,,
10,2019,11,2019-11,Violent Crimes,30,0.785854617,,
10,2019,12,2019-12,Financial Crimes,13,0.340537001,,
10,2019,12,2019-12,Other Crimes,6,0.157170923,,
10,2019,12,2019-12,Property Crimes,35,0.916830386,,
10,2019,12,2019-12,Public Order Crimes,2,0.052390308,,
10,2019,12,2019-12,Sex-Related Crimes,4,0.104780616,,
10,2019,12,2019-12,Violent Crimes,30,0.785854617,,
10,2020,1,2020-01,Drug-Related Crimes,1,0.026107616,,
10,2020,1,2020-01,Financial Crimes,11,0.287183772,,
10,2020,1,2020-01,Other Crimes,1,0.026107616,,
10,2020,1,2020-01,Property Crimes,19,0.496044696,,
10,2020,1,2020-01,Violent Crimes,16,0.417721849,,
10,2020,2,2020-02,Financial Crimes,17,0.443829465,,
10,2020,2,2020-02,Other Crimes,10,0.261076156,,
10,2020,2,2020-02,Property Crimes,38,0.992089392,,
10,2020,2,2020-02,Sex-Related Crimes,1,0.026107616,,
10,2020,2,2020-02,Violent Crimes,21,0.548259927,,
10,2020,3,2020-03,Financial Crimes,8,0.208860925,,
10,2020,3,2020-03,Other Crimes,7,0.182753309,,
10,2020,3,2020-03,Property Crimes,30,0.783228468,,
10,2020,3,2020-03,Public Order Crimes,1,0.026107616,,
10,2020,3,2020-03,Sex-Related Crimes,1,0.026107616,,
10,2020,3,2020-03,Violent Crimes,13,0.339399003,,
10,2020,4,2020-04,Financial Crimes,10,0.261076156,,
10,2020,4,2020-04,Other Crimes,4,0.104430462,,
10,2020,4,2020-04,Property Crimes,12,0.313291387,,
10,2020,4,2020-04,Violent Crimes,11,0.287183772,,
10,2020,5,2020-05,Drug-Related Crimes,1,0.026107616,,
10,2020,5,2020-05,Financial Crimes,14,0.365506618,,
10,2020,5,2020-05,Other Crimes,6,0.156645694,,
10,2020,5,2020-05,Property Crimes,37,0.965981777,,
10,2020,5,2020-05,Violent Crimes,14,0.365506618,,
10,2020,6,2020-06,Drug-Related Crimes,1,0.026107616,,
10,2020,6,2020-06,Financial Crimes,6,0.156645694,,
10,2020,6,2020-06,Other Crimes,6,0.156645694,,
10,2020,6,2020-06,Property Crimes,60,1.566456935,,
10,2020,6,2020-06,Sex-Related Crimes,2,0.052215231,,
10,2020,6,2020-06,Violent Crimes,25,0.65269039,,
10,2020,7,2020-07,Drug-Related Crimes,1,0.026107616,,
10,2020,7,2020-07,Financial Crimes,17,0.443829465,,
10,2020,7,2020-07,Other Crimes,11,0.287183772,,
10,2020,7,2020-07,Property Crimes,39,1.018197008,,
10,2020,7,2020-07,Sex-Related Crimes,3,0.078322847,,
10,2020,7,2020-07,Violent Crimes,37,0.965981777,,
10,2020,8,2020-08,Drug-Related Crimes,2,0.052215231,,
10,2020,8,2020-08,Financial Crimes,6,0.156645694,,
10,2020,8,2020-08,Other Crimes,13,0.339399003,,
10,2020,8,2020-08,Property Crimes,64,1.670887398,,
10,2020,8,2020-08,Violent Crimes,14,0.365506618,,
10,2020,9,2020-09,Financial Crimes,10,0.261076156,,
10,2020,9,2020-09,Other Crimes,6,0.156645694,,
10,2020,9,2020-09,Property Crimes,43,1.12262747,,
10,2020,9,2020-09,Public Order Crimes,1,0.026107616,,
10,2020,9,2020-09,Sex-Related Crimes,3,0.078322847,,
10,2020,9,2020-09,Violent Crimes,14,0.365506618,,
10,2020,10,2020-10,Financial Crimes,40,1.044304624,,
10,2020,10,2020-10,Other Crimes,5,0.130538078,,
10,2020,10,2020-10,Property Crimes,38,0.992089392,,
10,2020,10,2020-10,Violent Crimes,11,0.287183772,,
10,2020,11,2020-11,Drug-Related Crimes,1,0.026107616,,
10,2020,11,2020-11,Financial Crimes,42,1.096519855,,
10,2020,11,2020-11,Other Crimes,5,0.130538078,,
10,2020,11,2020-11,Property Crimes,43,1.12262747,,
10,2020,11,2020-11,Public Order Crimes,1,0.026107616,,
10,2020,11,2020-11,Sex-Related Crimes,1,0.026107616,,
10,2020,11,2020-11,Violent Crimes,13,0.339399003,,
10,2020,12,2020-12,Financial Crimes,88,2.297470172,,
10,2020,12,2020-12,Other Crimes,3,0.078322847,,
10,2020,12,2020-12,Property Crimes,38,0.992089392,,
10,2020,12,2020-12,Sex-Related Crimes,3,0.078322847,,
10,2020,12,2020-12,Violent Crimes,15,0.391614234,,
10,2021,1,2021-01,Drug-Related Crimes,1,0.026019029,,
10,2021,1,2021-01,Financial Crimes,93,2.419769731,,
10,2021,1,2021-01,Other Crimes,6,0.156114176,,
10,2021,1,2021-01,Property Crimes,23,0.598437675,,
10,2021,1,2021-01,Sex-Related Crimes,4,0.104076117,,
10,2021,1,2021-01,Violent Crimes,17,0.442323499,,
10,2021,2,2021-02,Financial Crimes,34,0.884646998,,
10,2021,2,2021-02,Other Crimes,11,0.286209323,,
10,2021,2,2021-02,Property Crimes,22,0.572418646,,
10,2021,2,2021-02,Sex-Related Crimes,1,0.026019029,,
10,2021,2,2021-02,Violent Crimes,17,0.442323499,,
10,2021,3,2021-03,Drug-Related Crimes,1,0.026019029,,
10,2021,3,2021-03,Financial Crimes,30,0.780570881,,
10,2021,3,2021-03,Other Crimes,3,0.078057088,,
10,2021,3,2021-03,Property Crimes,37,0.962704086,,
10,2021,3,2021-03,Sex-Related Crimes,2,0.052038059,,
10,2021,3,2021-03,Violent Crimes,18,0.468342528,,
10,2021,4,2021-04,Drug-Related Crimes,1,0.026019029,,
10,2021,4,2021-04,Financial Crimes,15,0.39028544,,
10,2021,4,2021-04,Other Crimes,8,0.208152235,,
10,2021,4,2021-04,Property Crimes,45,1.170856321,,
10,2021,4,2021-04,Sex-Related Crimes,5,0.130095147,,
10,2021,4,2021-04,Violent Crimes,15,0.39028544,,
10,2021,5,2021-05,Financial Crimes,14,0.364266411,,
10,2021,5,2021-05,Other Crimes,6,0.156114176,,
10,2021,5,2021-05,Property Crimes,52,1.352989527,,
10,2021,5,2021-05,Sex-Related Crimes,1,0.026019029,,
10,2021,5,2021-05,Violent Crimes,32,0.83260894,,
10,2021,6,2021-06,Financial Crimes,29,0.754551851,,
10,2021,6,2021-06,Other Crimes,12,0.312228352,,
10,2021,6,2021-06,Property Crimes,61,1.587160791,,
10,2021,6,2021-06,Public Order Crimes,2,0.052038059,,
10,2021,6,2021-06,Sex-Related Crimes,1,0.026019029,,
10,2021,6,2021-06,Violent Crimes,25,0.650475734,,
10,2021,7,2021-07,Financial Crimes,10,0.260190294,,
10,2021,7,2021-07,Other Crimes,14,0.364266411,,
10,2021,7,2021-07,Property Crimes,55,1.431046615,,
10,2021,7,2021-07,Sex-Related Crimes,2,0.052038059,,
10,2021,7,2021-07,Violent Crimes,25,0.650475734,,
10,2021,8,2021-08,Drug-Related Crimes,1,0.026019029,,
10,2021,8,2021-08,Financial Crimes,17,0.442323499,,
10,2021,8,2021-08,Other Crimes,8,0.208152235,,
10,2021,8,2021-08,Property Crimes,23,0.598437675,,
10,2021,8,2021-08,Public Order Crimes,1,0.026019029,,
10,2021,8,2021-08,Sex-Related Crimes,1,0.026019029,,
10,2021,8,2021-08,Violent Crimes,27,0.702513793,,
10,2021,9,2021-09,Drug-Related Crimes,1,0.026019029,,
10,2021,9,2021-09,Financial Crimes,8,0.208152235,,
10,2021,9,2021-09,Other Crimes,12,0.312228352,,
10,2021,9,2021-09,Property Crimes,41,1.066780204,,
10,2021,9,2021-09,Sex-Related Crimes,3,0.078057088,,
10,2021,9,2021-09,Violent Crimes,26,0.676494763,,
10,2021,10,2021-10,Financial Crimes,12,0.312228352,,
10,2021,10,2021-10,Other Crimes,10,0.260190294,,
10,2021,10,2021-10,Property Crimes,43,1.118818262,,
10,2021,10,2021-10,Public Order Crimes,1,0.026019029,,
10,2021,10,2021-10,Sex-Related Crimes,3,0.078057088,,
10,2021,10,2021-10,Violent Crimes,30,0.780570881,,
10,2021,11,2021-11,Drug-Related Crimes,1,0.026019029,,
10,2021,11,2021-11,Financial Crimes,9,0.234171264,,
10,2021,11,2021-11,Other Crimes,8,0.208152235,,
10,2021,11,2021-11,Property Crimes,39,1.014742145,,
10,2021,11,2021-11,Public Order Crimes,1,0.026019029,,
10,2021,11,2021-11,Sex-Related Crimes,2,0.052038059,,
10,2021,11,2021-11,Violent Crimes,28,0.728532822,,
10,2021,12,2021-12,Financial Crimes,14,0.364266411,,
10,2021,12,2021-12,Other Crimes,12,0.312228352,,
10,2021,12,2021-12,Property Crimes,39,1.014742145,,
10,2021,12,2021-12,Public Order Crimes,3,0.078057088,,
10,2021,12,2021-12,Sex-Related Crimes,2,0.052038059,,
10,2021,12,2021-12,Violent Crimes,26,0.676494763,,
10,2022,1,2022-01,Financial Crimes,23,0.596407105,,
10,2022,1,2022-01,Other Crimes,3,0.077792231,,
10,2022,1,2022-01,Property Crimes,17,0.440822643,,
10,2022,1,2022-01,Sex-Related Crimes,1,0.025930744,,
10,2022,1,2022-01,Violent Crimes,13,0.337099668,,
10,2022,2,2022-02,Drug-Related Crimes,1,0.025930744,,
10,2022,2,2022-02,Financial Crimes,8,0.20744595,,
10,2022,2,2022-02,Other Crimes,10,0.259307437,,
10,2022,2,2022-02,Property Crimes,32,0.829783799,,
10,2022,2,2022-02,Sex-Related Crimes,2,0.051861487,,
10,2022,2,2022-02,Violent Crimes,18,0.466753387,,
10,2022,3,2022-03,Financial Crimes,21,0.544545618,,
10,2022,3,2022-03,Other Crimes,13,0.337099668,,
10,2022,3,2022-03,Property Crimes,51,1.322467929,,
10,2022,3,2022-03,Sex-Related Crimes,2,0.051861487,,
10,2022,3,2022-03,Violent Crimes,28,0.726060824,,
10,2022,4,2022-04,Drug-Related Crimes,1,0.025930744,,
10,2022,4,2022-04,Financial Crimes,16,0.414891899,,
10,2022,4,2022-04,Other Crimes,6,0.155584462,,
10,2022,4,2022-04,Property Crimes,45,1.166883467,,
10,2022,4,2022-04,Sex-Related Crimes,1,0.025930744,,
10,2022,4,2022-04,Violent Crimes,23,0.596407105,,
10,2022,5,2022-05,Financial Crimes,17,0.440822643,,
10,2022,5,2022-05,Other Crimes,13,0.337099668,,
10,2022,5,2022-05,Property Crimes,43,1.11502198,,
10,2022,5,2022-05,Public Order Crimes,1,0.025930744,,
10,2022,5,2022-05,Sex-Related Crimes,1,0.025930744,,
10,2022,5,2022-05,Violent Crimes,31,0.803853055,,
10,2022,6,2022-06,Financial Crimes,21,0.544545618,,
10,2022,6,2022-06,Other Crimes,7,0.181515206,,
10,2022,6,2022-06,Property Crimes,72,1.867013547,,
10,2022,6,2022-06,Sex-Related Crimes,4,0.103722975,,
10,2022,6,2022-06,Violent Crimes,24,0.622337849,,
10,2022,7,2022-07,Financial Crimes,18,0.466753387,,
10,2022,7,2022-07,Other Crimes,11,0.285238181,,
10,2022,7,2022-07,Property Crimes,37,0.959437517,,
10,2022,7,2022-07,Public Order Crimes,1,0.025930744,,
10,2022,7,2022-07,Sex-Related Crimes,2,0.051861487,,
10,2022,7,2022-07,Violent Crimes,26,0.674199337,,
10,2022,8,2022-08,Financial Crimes,17,0.440822643,,
10,2022,8,2022-08,Other Crimes,11,0.285238181,,
10,2022,8,2022-08,Property Crimes,65,1.685498341,,
10,2022,8,2022-08,Sex-Related Crimes,3,0.077792231,,
10,2022,8,2022-08,Violent Crimes,22,0.570476362,,
10,2022,9,2022-09,Drug-Related Crimes,1,0.025930744,,
10,2022,9,2022-09,Financial Crimes,28,0.726060824,,
10,2022,9,2022-09,Other Crimes,5,0.129653719,,
10,2022,9,2022-09,Property Crimes,47,1.218744954,,
10,2022,9,2022-09,Public Order Crimes,1,0.025930744,,
10,2022,9,2022-09,Sex-Related Crimes,1,0.025930744,,
10,2022,9,2022-09,Violent Crimes,30,0.777922311,,
10,2022,10,2022-10,Drug-Related Crimes,1,0.025930744,,
10,2022,10,2022-10,Financial Crimes,31,0.803853055,,
10,2022,10,2022-10,Other Crimes,8,0.20744595,,
10,2022,10,2022-10,Property Crimes,59,1.529913879,,
10,2022,10,2022-10,Public Order Crimes,3,0.077792231,,
10,2022,10,2022-10,Sex-Related Crimes,2,0.051861487,,
10,2022,10,2022-10,Violent Crimes,33,0.855714543,,
10,2022,11,2022-11,Drug-Related Crimes,2,0.051861487,,
10,2022,11,2022-11,Financial Crimes,21,0.544545618,,
10,2022,11,2022-11,Other Crimes,5,0.129653719,,
10,2022,11,2022-11,Property Crimes,52,1.348398673,,
10,2022,11,2022-11,Public Order Crimes,1,0.025930744,,
10,2022,11,2022-11,Sex-Related Crimes,2,0.051861487,,
10,2022,11,2022-11,Violent Crimes,24,0.622337849,,
10,2022,12,2022-12,Financial Crimes,20,0.518614874,,
10,2022,12,2022-12,Other Crimes,11,0.285238181,,
10,2022,12,2022-12,Property Crimes,62,1.60770611,,
10,2022,12,2022-12,Public Order Crimes,3,0.077792231,,
10,2022,12,2022-12,Sex-Related Crimes,2,0.051861487,,
10,2022,12,2022-12,Violent Crimes,36,0.933506774,,
10,2023,1,2023-01,Drug-Related Crimes,2,0.051685515,,
10,2023,1,2023-01,Financial Crimes,13,0.335955849,,
10,2023,1,2023-01,Other Crimes,9,0.232584819,,
10,2023,1,2023-01,Property Crimes,47,1.214609609,,
10,2023,1,2023-01,Sex-Related Crimes,4,0.103371031,,
10,2023,1,2023-01,Violent Crimes,29,0.749439971,,
10,2023,2,2023-02,Drug-Related Crimes,2,0.051685515,,
10,2023,2,2023-02,Financial Crimes,12,0.310113092,,
10,2023,2,2023-02,Other Crimes,11,0.284270334,,
10,2023,2,2023-02,Property Crimes,37,0.956182032,,
10,2023,2,2023-02,Public Order Crimes,1,0.025842758,,
10,2023,2,2023-02,Sex-Related Crimes,4,0.103371031,,
10,2023,2,2023-02,Violent Crimes,24,0.620226183,,
10,2023,3,2023-03,Financial Crimes,14,0.361798607,,
10,2023,3,2023-03,Other Crimes,17,0.43932688,,
10,2023,3,2023-03,Property Crimes,40,1.033710305,,
10,2023,3,2023-03,Public Order Crimes,1,0.025842758,,
10,2023,3,2023-03,Sex-Related Crimes,2,0.051685515,,
10,2023,3,2023-03,Violent Crimes,23,0.594383425,,
10,2023,4,2023-04,Drug-Related Crimes,3,0.077528273,,
10,2023,4,2023-04,Financial Crimes,10,0.258427576,,
10,2023,4,2023-04,Other Crimes,12,0.310113092,,
10,2023,4,2023-04,Property Crimes,39,1.007867548,,
10,2023,4,2023-04,Public Order Crimes,1,0.025842758,,
10,2023,4,2023-04,Sex-Related Crimes,3,0.077528273,,
10,2023,4,2023-04,Violent Crimes,30,0.775282729,,
10,2023,5,2023-05,Financial Crimes,11,0.284270334,,
10,2023,5,2023-05,Other Crimes,14,0.361798607,,
10,2023,5,2023-05,Property Crimes,48,1.240452366,,
10,2023,5,2023-05,Public Order Crimes,2,0.051685515,,
10,2023,5,2023-05,Sex-Related Crimes,5,0.129213788,,
10,2023,5,2023-05,Violent Crimes,20,0.516855153,,
10,2023,6,2023-06,Drug-Related Crimes,2,0.051685515,,
10,2023,6,2023-06,Financial Crimes,13,0.335955849,,
10,2023,6,2023-06,Other Crimes,9,0.232584819,,
10,2023,6,2023-06,Property Crimes,48,1.240452366,,
10,2023,6,2023-06,Public Order Crimes,1,0.025842758,,
10,2023,6,2023-06,Sex-Related Crimes,1,0.025842758,,
10,2023,6,2023-06,Violent Crimes,33,0.852811002,,
10,2023,7,2023-07,Drug-Related Crimes,1,0.025842758,,
10,2023,7,2023-07,Financial Crimes,9,0.232584819,,
10,2023,7,2023-07,Other Crimes,12,0.310113092,,
10,2023,7,2023-07,Property Crimes,64,1.653936488,,
10,2023,7,2023-07,Sex-Related Crimes,1,0.025842758,,
10,2023,7,2023-07,Violent Crimes,28,0.723597214,,
10,2023,8,2023-08,Financial Crimes,8,0.206742061,,
10,2023,8,2023-08,Other Crimes,12,0.310113092,,
10,2023,8,2023-08,Property Crimes,56,1.447194427,,
10,2023,8,2023-08,Sex-Related Crimes,3,0.077528273,,
10,2023,8,2023-08,Violent Crimes,27,0.697754456,,
10,2023,9,2023-09,Financial Crimes,10,0.258427576,,
10,2023,9,2023-09,Other Crimes,8,0.206742061,,
10,2023,9,2023-09,Property Crimes,44,1.137081336,,
10,2023,9,2023-09,Public Order Crimes,2,0.051685515,,
10,2023,9,2023-09,Sex-Related Crimes,4,0.103371031,,
10,2023,9,2023-09,Violent Crimes,29,0.749439971,,
10,2023,10,2023-10,Drug-Related Crimes,1,0.025842758,,
10,2023,10,2023-10,Financial Crimes,24,0.620226183,,
10,2023,10,2023-10,Other Crimes,12,0.310113092,,
10,2023,10,2023-10,Property Crimes,67,1.731464761,,
10,2023,10,2023-10,Sex-Related Crimes,3,0.077528273,,
10,2023,10,2023-10,Violent Crimes,28,0.723597214,,
10,2023,11,2023-11,Drug-Related Crimes,1,0.025842758,,
10,2023,11,2023-11,Financial Crimes,28,0.723597214,,
10,2023,11,2023-11,Other Crimes,11,0.284270334,,
10,2023,11,2023-11,Property Crimes,62,1.602250973,,
10,2023,11,2023-11,Public Order Crimes,1,0.025842758,,
10,2023,11,2023-11,Sex-Related Crimes,1,0.025842758,,
10,2023,11,2023-11,Violent Crimes,26,0.671911698,,
10,2023,12,2023-12,Financial Crimes,28,0.723597214,,
10,2023,12,2023-12,Other Crimes,5,0.129213788,,
10,2023,12,2023-12,Property Crimes,45,1.162924093,,
10,2023,12,2023-12,Violent Crimes,17,0.43932688,,
10,2024,1,2024-01,Financial Crimes,22,0.566611542,,
10,2024,1,2024-01,Other Crimes,7,0.180285491,,
10,2024,1,2024-01,Property Crimes,45,1.158978154,,
10,2024,1,2024-01,Public Order Crimes,1,0.02575507,,
10,2024,1,2024-01,Sex-Related Crimes,3,0.07726521,,
10,2024,1,2024-01,Violent Crimes,20,0.515101402,,
10,2024,2,2024-02,Drug-Related Crimes,1,0.02575507,,
10,2024,2,2024-02,Financial Crimes,19,0.489346332,,
10,2024,2,2024-02,Other Crimes,12,0.309060841,,
10,2024,2,2024-02,Property Crimes,60,1.545304206,,
10,2024,2,2024-02,Sex-Related Crimes,2,0.05151014,,
10,2024,2,2024-02,Violent Crimes,24,0.618121682,,
10,2024,3,2024-03,Drug-Related Crimes,1,0.02575507,,
10,2024,3,2024-03,Financial Crimes,12,0.309060841,,
10,2024,3,2024-03,Other Crimes,9,0.231795631,,
10,2024,3,2024-03,Property Crimes,52,1.339263645,,
10,2024,3,2024-03,Sex-Related Crimes,1,0.02575507,,
10,2024,3,2024-03,Violent Crimes,14,0.360570981,,
10,2024,4,2024-04,Financial Crimes,14,0.360570981,,
10,2024,4,2024-04,Other Crimes,3,0.07726521,,
10,2024,4,2024-04,Property Crimes,79,2.034650537,,
10,2024,4,2024-04,Public Order Crimes,2,0.05151014,,
10,2024,4,2024-04,Sex-Related Crimes,2,0.05151014,,
10,2024,4,2024-04,Violent Crimes,22,0.566611542,,
10,2024,5,2024-05,Financial Crimes,18,0.463591262,,
10,2024,5,2024-05,Other Crimes,6,0.154530421,,
10,2024,5,2024-05,Property Crimes,56,1.442283925,,
10,2024,5,2024-05,Sex-Related Crimes,3,0.07726521,,
10,2024,5,2024-05,Violent Crimes,33,0.849917313,,
10,2024,6,2024-06,Financial Crimes,24,0.618121682,,
10,2024,6,2024-06,Other Crimes,5,0.12877535,,
10,2024,6,2024-06,Property Crimes,65,1.674079556,,
10,2024,6,2024-06,Sex-Related Crimes,2,0.05151014,,
10,2024,6,2024-06,Violent Crimes,12,0.309060841,,
10,2024,7,2024-07,Drug-Related Crimes,2,0.05151014,,
10,2024,7,2024-07,Financial Crimes,18,0.463591262,,
10,2024,7,2024-07,Other Crimes,13,0.334815911,,
10,2024,7,2024-07,Property Crimes,52,1.339263645,,
10,2024,7,2024-07,Public Order Crimes,2,0.05151014,,
10,2024,7,2024-07,Sex-Related Crimes,4,0.10302028,,
10,2024,7,2024-07,Violent Crimes,27,0.695386892,,
10,2024,8,2024-08,Financial Crimes,13,0.334815911,,
10,2024,8,2024-08,Other Crimes,7,0.180285491,,
10,2024,8,2024-08,Property Crimes,62,1.596814346,,
10,2024,8,2024-08,Sex-Related Crimes,1,0.02575507,,
10,2024,8,2024-08,Violent Crimes,30,0.772652103,,
10,2024,9,2024-09,Drug-Related Crimes,2,0.05151014,,
10,2024,9,2024-09,Financial Crimes,21,0.540856472,,
10,2024,9,2024-09,Other Crimes,10,0.257550701,,
10,2024,9,2024-09,Property Crimes,39,1.004447734,,
10,2024,9,2024-09,Public Order Crimes,1,0.02575507,,
10,2024,9,2024-09,Violent Crimes,31,0.798407173,,
10,2024,10,2024-10,Drug-Related Crimes,2,0.05151014,,
10,2024,10,2024-10,Financial Crimes,17,0.437836192,,
10,2024,10,2024-10,Other Crimes,12,0.309060841,,
10,2024,10,2024-10,Property Crimes,39,1.004447734,,
10,2024,10,2024-10,Sex-Related Crimes,3,0.07726521,,
10,2024,10,2024-10,Violent Crimes,28,0.721141963,,
10,2024,11,2024-11,Financial Crimes,14,0.360570981,,
10,2024,11,2024-11,Other Crimes,9,0.231795631,,
10,2024,11,2024-11,Property Crimes,39,1.004447734,,
10,2024,11,2024-11,Public Order Crimes,1,0.02575507,,
10,2024,11,2024-11,Sex-Related Crimes,1,0.02575507,,
10,2024,11,2024-11,Violent Crimes,23,0.592366612,,
10,2024,12,2024-12,Financial Crimes,9,0.231795631,,
10,2024,12,2024-12,Other Crimes,5,0.12877535,,
10,2024,12,2024-12,Property Crimes,39,1.004447734,,
10,2024,12,2024-12,Public Order Crimes,1,0.02575507,,
10,2024,12,2024-12,Sex-Related Crimes,2,0.05151014,,
10,2024,12,2024-12,Violent Crimes,22,0.566611542,,
10,2025,1,2025-01,Drug-Related Crimes,1,0.02566768,,
10,2025,1,2025-01,Financial Crimes,4,0.10267072,,
10,2025,1,2025-01,Other Crimes,4,0.10267072,,
10,2025,1,2025-01,Property Crimes,10,0.256676801,,
10,2025,1,2025-01,Public Order Crimes,1,0.02566768,,
10,2025,1,2025-01,Violent Crimes,5,0.1283384,,
11,2015,1,2015-01,Drug-Related Crimes,7,0.270981728,,
11,2015,1,2015-01,Financial Crimes,9,0.348405079,,
11,2015,1,2015-01,Non-Criminal,1,0.038711675,,
11,2015,1,2015-01,Other Crimes,5,0.193558377,,
11,2015,1,2015-01,Property Crimes,45,1.742025395,,
11,2015,1,2015-01,Public Order Crimes,4,0.154846702,,
11,2015,1,2015-01,Sex-Related Crimes,6,0.232270053,,
11,2015,1,2015-01,Violent Crimes,16,0.619386807,,
11,2015,2,2015-02,Drug-Related Crimes,4,0.154846702,,
11,2015,2,2015-02,Financial Crimes,5,0.193558377,,
11,2015,2,2015-02,Other Crimes,12,0.464540105,,
11,2015,2,2015-02,Property Crimes,50,1.935583772,,
11,2015,2,2015-02,Public Order Crimes,1,0.038711675,,
11,2015,2,2015-02,Sex-Related Crimes,2,0.077423351,,
11,2015,2,2015-02,Violent Crimes,14,0.541963456,,
11,2015,3,2015-03,Drug-Related Crimes,10,0.387116754,,
11,2015,3,2015-03,Financial Crimes,8,0.309693404,,
11,2015,3,2015-03,Other Crimes,9,0.348405079,,
11,2015,3,2015-03,Property Crimes,40,1.548467018,,
11,2015,3,2015-03,Public Order Crimes,1,0.038711675,,
11,2015,3,2015-03,Sex-Related Crimes,1,0.038711675,,
11,2015,3,2015-03,Violent Crimes,18,0.696810158,,
11,2015,4,2015-04,Drug-Related Crimes,9,0.348405079,,
11,2015,4,2015-04,Financial Crimes,12,0.464540105,,
11,2015,4,2015-04,Other Crimes,6,0.232270053,,
11,2015,4,2015-04,Property Crimes,34,1.316196965,,
11,2015,4,2015-04,Public Order Crimes,3,0.116135026,,
11,2015,4,2015-04,Sex-Related Crimes,1,0.038711675,,
11,2015,4,2015-04,Violent Crimes,21,0.812945184,,
11,2015,5,2015-05,Drug-Related Crimes,6,0.232270053,,
11,2015,5,2015-05,Financial Crimes,11,0.42582843,,
11,2015,5,2015-05,Other Crimes,5,0.193558377,,
11,2015,5,2015-05,Property Crimes,59,2.283988851,,
11,2015,5,2015-05,Public Order Crimes,2,0.077423351,,
11,2015,5,2015-05,Sex-Related Crimes,5,0.193558377,,
11,2015,5,2015-05,Violent Crimes,15,0.580675132,,
11,2015,6,2015-06,Drug-Related Crimes,4,0.154846702,,
11,2015,6,2015-06,Financial Crimes,6,0.232270053,,
11,2015,6,2015-06,Non-Criminal,1,0.038711675,,
11,2015,6,2015-06,Other Crimes,6,0.232270053,,
11,2015,6,2015-06,Property Crimes,43,1.664602044,,
11,2015,6,2015-06,Public Order Crimes,1,0.038711675,,
11,2015,6,2015-06,Sex-Related Crimes,5,0.193558377,,
11,2015,6,2015-06,Violent Crimes,27,1.045215237,,
11,2015,7,2015-07,Drug-Related Crimes,2,0.077423351,,
11,2015,7,2015-07,Financial Crimes,12,0.464540105,,
11,2015,7,2015-07,Other Crimes,9,0.348405079,,
11,2015,7,2015-07,Property Crimes,55,2.129142149,,
11,2015,7,2015-07,Public Order Crimes,2,0.077423351,,
11,2015,7,2015-07,Sex-Related Crimes,4,0.154846702,,
11,2015,7,2015-07,Violent Crimes,28,1.083926912,,
11,2015,8,2015-08,Drug-Related Crimes,5,0.193558377,,
11,2015,8,2015-08,Financial Crimes,5,0.193558377,,
11,2015,8,2015-08,Other Crimes,10,0.387116754,,
11,2015,8,2015-08,Property Crimes,62,2.400123877,,
11,2015,8,2015-08,Public Order Crimes,3,0.116135026,,
11,2015,8,2015-08,Sex-Related Crimes,2,0.077423351,,
11,2015,8,2015-08,Violent Crimes,22,0.85165686,,
11,2015,9,2015-09,Drug-Related Crimes,3,0.116135026,,
11,2015,9,2015-09,Financial Crimes,6,0.232270053,,
11,2015,9,2015-09,Non-Criminal,1,0.038711675,,
11,2015,9,2015-09,Other Crimes,5,0.193558377,,
11,2015,9,2015-09,Property Crimes,54,2.090430474,,
